CID,GENDER,AGE,SPEND
47719,MALE,24,267.21281144856255
47720,FEMALE,20,175.6657502250589
47721,FEMALE,20,143.5857223014109
47722,FEMALE,25,202.99870044373623
47723,FEMALE,25,209.2034493767178
47724,FEMALE,26,244.15922818580236
47725,FEMALE,26,200.5028438090131
47726,MALE,22,160.0
47727,MALE,23,160.0
47728,MALE,24,169.8720650654127
47729,FEMALE,26,231.6730047525234
47730,FEMALE,27,151.1101057595514
47731,FEMALE,25,190.92575029325354
47732,FEMALE,23,219.0775492060696
47733,MALE,26,160.0
47734,FEMALE,20,197.04584888124793
47735,FEMALE,28,280.0286747223184
47736,FEMALE,27,178.96793071379867
47737,FEMALE,20,224.83232267188555
47738,FEMALE,28,233.11473475026884
47739,MALE,23,173.66368986476385
47740,MALE,22,219.94544174459594
47741,MALE,21,236.6854749606798
47742,MALE,27,160.0
47743,MALE,23,160.0
47744,MALE,20,160.6754079805166
47745,FEMALE,26,269.30603187122705
47746,MALE,28,160.0
47747,FEMALE,22,188.38383295707388
47748,MALE,20,285.13276242342215
47749,FEMALE,27,207.2742246015892
47750,FEMALE,28,227.9962119381841
47751,FEMALE,25,170.4202790620738
47752,MALE,28,172.6428231433212
47753,FEMALE,21,240.75370870483437
47754,MALE,28,312.95648147145675
47755,FEMALE,21,234.37758740698726
47756,MALE,24,160.0
47757,MALE,28,261.50533580480226
47758,FEMALE,25,241.27155988501633
47759,FEMALE,21,195.95409056602094
47760,FEMALE,29,269.40879955883076
47761,FEMALE,28,183.15951252363664
47762,FEMALE,25,227.63801847699582
47763,FEMALE,25,195.3982716026505
47764,MALE,27,358.86425371423934
47765,MALE,28,160.0
47766,MALE,28,170.04370167090894
47767,FEMALE,26,219.05232221444814
47768,FEMALE,26,247.65102676849148
47769,FEMALE,21,137.4948404514431
47770,FEMALE,26,200.38147676987273
47771,MALE,20,
47772,FEMALE,28,187.78618886997563
47773,FEMALE,29,239.48349480607078
47774,MALE,20,250.69471554045307
47775,MALE,20,176.87529153147167
47776,MALE,27,299.12787852584904
47777,FEMALE,21,221.1618499338357
47778,MALE,29,200.72491277900593
47779,MALE,20,160.0
47780,FEMALE,27,218.84187196314122
47781,FEMALE,29,205.16214077951003
47782,MALE,23,258.44246607006227
47783,MALE,26,315.67055236021775
47784,MALE,24,224.92895034716818
47785,MALE,20,160.0
47786,MALE,25,208.8429652285743
47787,FEMALE,20,161.12551487546224
47788,MALE,26,160.0
47789,MALE,23,210.946758670277
47790,MALE,23,185.12796003466684
47791,MALE,20,160.0
47792,MALE,25,160.0
47793,FEMALE,29,238.7879516269938
47794,FEMALE,28,245.93519811046608
47795,MALE,25,194.0883806223182
47796,FEMALE,27,203.2351560967564
47797,FEMALE,22,174.94160780015588
47798,FEMALE,23,197.1562998003559
47799,MALE,26,253.42429674572324
47800,FEMALE,20,147.2229092565451
47801,MALE,21,160.0
47802,FEMALE,29,230.58794494772565
47803,FEMALE,25,199.61349902012802
47804,FEMALE,21,185.06081419131905
47805,,26,213.63790987612174
47806,FEMALE,21,233.6725740918793
47807,FEMALE,28,272.3368075253337
47808,FEMALE,21,153.7053045520471
47809,FEMALE,27,210.88374588397076
47810,MALE,25,160.0
47811,MALE,27,160.0
47812,FEMALE,28,281.0629311414317
47813,FEMALE,27,173.83099527307888
47814,FEMALE,20,167.07728397180364
47815,FEMALE,25,194.31757415851445
47816,MALE,23,227.03662355985435
47817,MALE,24,
47818,FEMALE,28,230.23503018335106
47819,FEMALE,26,161.9314078260096
47820,FEMALE,22,167.76038794263764
47821,FEMALE,28,255.3208293866436
47822,FEMALE,27,212.08577039476893
47823,FEMALE,26,236.54990258438386
47824,MALE,21,248.73779398332442
47825,FEMALE,24,236.95778243232252
47826,FEMALE,20,171.94790962617463
47827,FEMALE,26,227.63946320114573
47828,MALE,21,212.81952951507768
47829,MALE,20,354.315469573729
47830,FEMALE,29,268.3438816023939
47831,FEMALE,27,217.60507090338558
47832,FEMALE,22,246.0519052003701
47833,FEMALE,21,189.48804487960467
47834,FEMALE,25,192.31101328337124
47835,FEMALE,21,195.9522448803948
47836,FEMALE,23,213.42394526299898
47837,MALE,23,197.1268962319539
47838,MALE,21,199.9034736314709
47839,FEMALE,25,226.93828056352407
47840,FEMALE,29,252.5835460798748
47841,FEMALE,21,165.23036554590203
47842,MALE,28,160.0
47843,FEMALE,27,227.7135516153353
47844,MALE,23,252.35695463666045
47845,FEMALE,23,210.3349200781566
47846,MALE,21,160.0
47847,FEMALE,29,225.98732184151334
47848,MALE,28,160.0
47849,MALE,25,232.63531539915854
47850,MALE,20,232.97921784766368
47851,MALE,28,204.14175186788844
47852,MALE,26,205.1079152671694
47853,FEMALE,22,212.63402769665475
47854,MALE,20,160.0
47855,FEMALE,23,209.43016983481573
47856,MALE,22,160.0
47857,FEMALE,27,200.19142316941603
47858,MALE,21,160.0
47859,FEMALE,21,159.8784202379453
47860,MALE,22,280.11458296649795
47861,MALE,20,168.21015891759902
47862,FEMALE,28,204.92940884438917
47863,MALE,29,276.5086061779165
47864,FEMALE,28,220.56723327509792
47865,FEMALE,23,176.5401270177161
47866,FEMALE,27,184.782276805305
47867,MALE,26,233.55790616049882
47868,FEMALE,29,248.81216866440505
47869,FEMALE,21,199.4426097688181
47870,FEMALE,22,156.59453710554197
47871,MALE,20,160.0
47872,MALE,26,160.0
47873,FEMALE,25,186.54644965133377
47874,FEMALE,24,253.3062251900588
47875,MALE,24,160.0
47876,FEMALE,22,235.33795172780827
47877,FEMALE,23,270.17645008608804
47878,MALE,24,217.53015559181614
47879,MALE,22,253.90870208758957
47880,FEMALE,25,227.55075641565776
47881,MALE,25,270.11848453186735
47882,FEMALE,26,230.2834074225995
47883,MALE,27,182.53242587971738
47884,FEMALE,22,176.0093663367108
47885,FEMALE,28,175.27374265014168
47886,FEMALE,27,192.95369897348246
47887,FEMALE,27,218.06318563311083
47888,,26,213.0502510578319
47889,MALE,28,189.71952747991037
47890,MALE,20,160.0
47891,FEMALE,22,157.57984785969853
47892,MALE,22,331.72696220064904
47893,FEMALE,21,222.39637229729757
47894,MALE,22,160.0
47895,MALE,27,316.95672552422843
47896,MALE,24,222.098530420233
47897,FEMALE,20,213.88752703188786
47898,MALE,20,160.0
47899,FEMALE,25,219.9056765661107
47900,FEMALE,26,211.7874001760866
47901,FEMALE,22,193.34357777331718
47902,MALE,25,160.0
47903,FEMALE,24,200.14025321245077
47904,MALE,24,221.1032748937112
47905,MALE,27,214.81780615948662
47906,MALE,24,165.56081203656282
47907,FEMALE,24,217.219591966571
47908,FEMALE,23,261.4651954482754
47909,MALE,29,195.8451035739988
47910,MALE,25,186.2557108738654
47911,,26,214.66803860476313
47912,FEMALE,23,190.1225412778776
47913,FEMALE,28,247.0274577248386
47914,FEMALE,24,217.40338178060358
47915,FEMALE,22,238.02690872030394
47916,FEMALE,23,191.25366090512634
47917,MALE,22,189.0226932042395
47918,FEMALE,22,178.0596804430213
47919,MALE,28,187.59606139421294
47920,FEMALE,24,203.0426658473329
47921,FEMALE,29,272.62052270894696
47922,FEMALE,27,207.22191940236578
47923,MALE,29,219.72774581886978
47924,FEMALE,26,187.14607374792388
47925,FEMALE,26,232.94531549870302
47926,MALE,24,200.2989892814707
47927,MALE,28,278.81255580013743
47928,FEMALE,20,207.74121597288604
47929,MALE,21,210.3885815586077
47930,FEMALE,29,238.14836420475598
47931,MALE,22,160.0
47932,MALE,28,212.17353317069382
47933,FEMALE,20,204.38477243069713
47934,FEMALE,26,230.74165934308343
47935,FEMALE,27,184.94553688634974
47936,FEMALE,23,189.67589203716517
47937,FEMALE,28,241.25692760540502
47938,FEMALE,22,206.82521337034984
47939,FEMALE,20,191.4470837913035
47940,MALE,27,299.0095071855375
47941,MALE,25,273.2889894374033
47942,FEMALE,20,145.14403523288922
47943,MALE,21,160.0
47944,MALE,26,185.74100855422867
47945,FEMALE,20,190.29700904896183
47946,FEMALE,25,212.41501927307138
47947,MALE,27,288.88865463759475
47948,MALE,21,160.0
47949,FEMALE,25,234.15509276088204
47950,FEMALE,25,244.08236547443994
47951,FEMALE,21,157.03661271679417
47952,MALE,24,160.0
47953,MALE,22,232.9625698828749
47954,FEMALE,27,202.9115487541415
47955,FEMALE,24,195.94717035809703
47956,FEMALE,28,253.08914936220123
47957,FEMALE,26,179.54218242895826
47958,MALE,21,160.0
47959,FEMALE,23,227.28770715935266
47960,FEMALE,20,183.36649552173685
47961,MALE,25,259.9544584655698
47962,FEMALE,20,137.08935377688584
47963,FEMALE,24,228.63293565438047
47964,FEMALE,28,209.98153370309558
47965,FEMALE,23,176.55253762962198
47966,FEMALE,25,226.78105968820034
47967,FEMALE,26,195.01368887185643
47968,MALE,25,214.211043309456
47969,FEMALE,25,254.5177967288666
47970,MALE,21,200.73804482579928
47971,MALE,23,236.34880271496033
47972,FEMALE,23,170.22040040576132
47973,MALE,20,268.90008257163305
47974,FEMALE,21,190.98669727172225
47975,MALE,26,243.88048262360272
47976,MALE,21,246.81666089722455
47977,FEMALE,20,191.12553911977756
47978,FEMALE,27,209.33437186416938
47979,MALE,23,220.42128479000021
47980,MALE,24,216.98321495721936
47981,MALE,27,160.0
47982,FEMALE,29,199.19855260723193
47983,FEMALE,23,210.36091318432193
47984,MALE,24,198.5582441808821
47985,FEMALE,20,257.4917837944802
47986,FEMALE,26,189.32958240317197
47987,FEMALE,29,225.39583226359437
47988,FEMALE,25,199.2033893103608
47989,FEMALE,24,187.59628223895183
47990,FEMALE,26,215.66376895135159
47991,MALE,26,320.92289333919103
47992,FEMALE,25,160.1365047501505
47993,FEMALE,25,
47994,FEMALE,20,214.57878842738694
47995,,27,214.23177906336605
47996,,21,197.07510244950666
47997,FEMALE,28,231.30283900902086
47998,FEMALE,23,231.5868176558624
47999,FEMALE,26,224.74458463719574
48000,FEMALE,26,198.86929083677256
48001,MALE,25,179.12284407649912
48002,MALE,20,205.18647458129408
48003,MALE,22,297.45714020397253
48004,,22,201.0887103924771
48005,FEMALE,21,179.3430883709754
48006,MALE,21,168.64454084292987
48007,FEMALE,22,246.05575686185887
48008,FEMALE,29,236.3773383047769
48009,FEMALE,22,133.957646958444
48010,MALE,24,166.10596994465465
48011,MALE,23,160.0
48012,FEMALE,23,175.6895881986551
48013,FEMALE,26,169.5533725244165
48014,FEMALE,28,163.40067738283562
48015,MALE,22,160.0
48016,FEMALE,22,162.7814843123248
48017,MALE,26,160.0
48018,MALE,29,230.52660577258382
48019,FEMALE,29,218.25122250560577
48020,MALE,23,160.05119712850208
48021,FEMALE,20,223.7987295393209
48022,MALE,26,275.844008717422
48023,FEMALE,20,156.02072906344065
48024,FEMALE,21,224.0542546119621
48025,FEMALE,28,296.83675548797777
48026,,24,205.48013127057106
48027,MALE,28,225.87168380335424
48028,MALE,26,160.0
48029,FEMALE,21,184.40893560692183
48030,FEMALE,28,234.1505057302199
48031,FEMALE,25,297.39085884187904
48032,FEMALE,24,266.8193411552688
48033,MALE,23,185.67478974987
48034,MALE,22,223.77237128979826
48035,FEMALE,26,220.5336625095795
48036,FEMALE,27,227.55387141462145
48037,MALE,27,172.5064168011347
48038,MALE,24,276.56087406751396
48039,MALE,21,205.37091168011204
48040,FEMALE,26,227.40402995373677
48041,FEMALE,28,166.07192414735084
48042,FEMALE,22,193.4759342189485
48043,FEMALE,24,184.3314929487704
48044,FEMALE,24,265.18950026339905
48045,FEMALE,23,200.86556955566456
48046,FEMALE,21,169.75058382598124
48047,FEMALE,23,244.98856987926627
48048,MALE,25,160.0
48049,FEMALE,20,226.77190344131066
48050,FEMALE,22,202.34629686179522
48051,FEMALE,25,239.11688243450914
48052,MALE,28,205.19507306056175
48053,MALE,21,162.6571329007166
48054,MALE,25,160.0
48055,FEMALE,26,174.7499922473629
48056,MALE,27,303.8823290237309
48057,FEMALE,21,220.0471081771005
48058,FEMALE,25,243.3959218586793
48059,MALE,23,294.9362243640401
48060,FEMALE,29,215.96634704851695
48061,FEMALE,20,150.326430945023
48062,FEMALE,20,179.58306787712195
48063,MALE,24,176.44613053559095
48064,FEMALE,22,203.1588329123765
48065,FEMALE,26,244.1392016683444
48066,FEMALE,23,215.07396109300723
48067,MALE,21,160.0
48068,FEMALE,24,244.32911374663905
48069,FEMALE,26,248.56234001428498
48070,FEMALE,28,242.70477822921794
48071,FEMALE,21,233.58785243679347
48072,FEMALE,23,238.22295772543333
48073,MALE,26,296.8443604707563
48074,FEMALE,29,225.4997488574462
48075,MALE,22,302.4772031912374
48076,MALE,27,236.75976450887066
48077,FEMALE,24,183.56781261483968
48078,MALE,26,160.0
48079,FEMALE,23,148.0806337839353
48080,MALE,27,304.20736567774145
48081,MALE,22,230.95261751961633
48082,MALE,26,160.0
48083,FEMALE,21,241.3498848137283
48084,FEMALE,22,112.76916482132596
48085,FEMALE,24,210.03593472644224
48086,MALE,22,160.0
48087,FEMALE,28,
48088,MALE,24,160.0
48089,FEMALE,27,200.44352086097078
48090,MALE,29,299.6772793825827
48091,FEMALE,20,
48092,MALE,23,160.0
48093,MALE,27,160.0
48094,FEMALE,24,165.0953993691207
48095,MALE,26,160.0
48096,FEMALE,20,227.74385766575392
48097,MALE,25,160.0
48098,FEMALE,25,263.29418786549473
48099,FEMALE,29,184.81929863167662
48100,MALE,28,175.511143134623
48101,FEMALE,20,211.02961465937247
48102,FEMALE,25,195.81569029064082
48103,MALE,22,160.0
48104,FEMALE,24,197.76000746506776
48105,FEMALE,25,231.74363960539242
48106,MALE,27,285.9666119877759
48107,FEMALE,21,231.559029087957
48108,FEMALE,21,153.02423709639123
48109,FEMALE,21,205.83626059172133
48110,FEMALE,21,188.11549278478122
48111,MALE,26,226.72372515593872
48112,FEMALE,22,210.55043600191263
48113,FEMALE,23,207.44156301704118
48114,MALE,22,269.8612070006769
48115,MALE,24,162.80366262065755
48116,FEMALE,21,148.18417814693169
48117,FEMALE,20,237.61038745113214
48118,,27,221.6125171459372
48119,MALE,28,257.508875051672
48120,FEMALE,20,172.0006322107891
48121,FEMALE,21,227.99063566194323
48122,MALE,29,257.0004098057601
48123,MALE,23,169.54717527100314
48124,MALE,29,167.28180584260906
48125,MALE,27,285.5324654778668
48126,FEMALE,25,221.8511369507965
48127,FEMALE,22,181.45509859466722
48128,FEMALE,20,150.81669253103013
48129,FEMALE,23,224.68710600545387
48130,MALE,24,238.60736002028386
48131,FEMALE,26,229.5676155762011
48132,FEMALE,24,198.8872141174487
48133,MALE,26,169.77140179643285
48134,MALE,26,229.79068556046758
48135,FEMALE,24,213.44063142376046
48136,MALE,23,160.0
48137,MALE,23,160.0
48138,MALE,22,245.95289366298258
48139,FEMALE,24,212.1572335304922
48140,FEMALE,20,209.0714034345346
48141,MALE,29,313.53281106927784
48142,FEMALE,21,205.3334152677443
48143,MALE,29,160.0
48144,MALE,28,178.5561564038008
48145,MALE,29,160.0
48146,,24,210.64533076692123
48147,FEMALE,22,225.09932483934824
48148,FEMALE,27,218.16659753463352
48149,FEMALE,25,270.69736619646176
48150,MALE,21,288.0782373842462
48151,MALE,20,160.0
48152,FEMALE,27,250.70339487953356
48153,FEMALE,22,264.0617281257046
48154,MALE,22,229.12164565308055
48155,FEMALE,25,194.37411102866818
48156,FEMALE,29,204.91542869350508
48157,FEMALE,20,224.7344468430403
48158,FEMALE,21,203.68669130531495
48159,FEMALE,24,180.67959675023124
48160,FEMALE,29,207.4757362808523
48161,,25,210.2101201448629
48162,FEMALE,20,175.8617944854384
48163,FEMALE,24,168.54717208756634
48164,MALE,24,251.53202162969126
48165,FEMALE,22,197.53163943532252
48166,FEMALE,28,183.22351452405158
48167,FEMALE,21,149.49997313344346
48168,MALE,27,183.13050724583212
48169,FEMALE,23,241.31825869896812
48170,FEMALE,28,202.2916917061404
48171,FEMALE,22,196.32973154215625
48172,MALE,23,260.58176109528915
48173,FEMALE,21,192.03404240010673
48174,FEMALE,20,184.44537832903023
48175,MALE,25,160.0
48176,FEMALE,28,218.40981587423857
48177,FEMALE,26,184.31466455615688
48178,FEMALE,29,256.4826608847493
48179,FEMALE,24,158.00252376015777
48180,FEMALE,26,206.22047407998554
48181,FEMALE,26,220.72353167336973
48182,FEMALE,29,257.36590341792
48183,MALE,26,160.0
48184,FEMALE,21,167.09479931751582
48185,MALE,22,228.69192067410563
48186,FEMALE,23,184.62748318889803
48187,FEMALE,29,214.89540747926893
48188,FEMALE,20,209.02896916610663
48189,FEMALE,23,157.9254469496824
48190,M᠎ALE,25,207.80475717935067
48191,MALE,28,242.51814105999665
48192,FEMALE,26,229.09427314293643
48193,FEMALE,27,187.62043313393175
48194,FEMALE,29,302.73147662766934
48195,MALE,23,185.33400562934335
48196,FEMALE,20,176.6384782124416
48197,FEMALE,25,228.93306893417918
48198,FEMALE,20,197.6197183688392
48199,FEMALE,22,249.00762634810238
48200,FEMALE,27,188.48157432941002
48201,MALE,22,160.0
48202,FEMALE,22,146.68970704658355
48203,FEMALE,29,211.79359757503556
48204,FEMALE,27,218.0336069241696
48205,FEMALE,24,230.33054845680763
48206,FEMALE,28,259.8010481806251
48207,FEMALE,22,213.5095164000706
48208,FEMALE,29,179.63386148355016
48209,FEMALE,29,269.47488867367974
48210,FEMALE,21,173.78429617451445
48211,FEMALE,24,206.8821337647144
48212,FEMALE,29,233.09276604140985
48213,FEMALE,27,226.40192635465473
48214,FEMALE,27,241.13479438387364
48215,FEMALE,29,221.1468083454308
48216,FEMALE,23,207.547974544746
48217,FEMALE,29,210.16299608743472
48218,MALE,21,160.0
48219,MALE,23,160.0
48220,MALE,21,160.0
48221,FEMALE,21,163.47034922222497
48222,FEMALE,20,191.28851292101953
48223,FEMALE,28,233.74047114283718
48224,MALE,20,201.23768922699662
48225,MALE,21,160.0
48226,FEMALE,29,234.43483803488982
48227,FEMALE,28,248.73599441146126
48228,,20,186.31688976786893
48229,FEMALE,28,211.63305873097642
48230,FEMALE,22,185.47972859961993
48231,FEMALE,20,188.93762750553614
48232,FEMALE,25,276.35821975460516
48233,FEMALE,20,177.2520752052162
48234,FEMALE,20,191.4313851620134
48235,MALE,24,164.91507721843942
48236,FEMALE,29,202.60541458770925
48237,FEMALE,23,164.0520109718743
48238,FEMALE,22,222.5017370338501
48239,FEMALE,29,236.65753194848483
48240,FEMALE,24,
48241,FEMALE,26,227.43471538200748
48242,MALE,28,249.42507317306107
48243,FEMALE,22,184.7054594940858
48244,FEMALE,28,251.0523713787295
48245,FEMALE,29,227.0008073067632
48246,FEMALE,20,174.71416474119667
48247,FEMALE,29,284.18848853798204
48248,MALE,28,251.3619707314105
48249,FEMALE,28,196.4275305220403
48250,MALE,20,160.86735033908008
48251,MALE,24,160.0
48252,FEMALE,26,240.83631739173694
48253,FEMALE,24,190.77862037554888
48254,FEMALE,25,271.8497433324788
48255,FEMALE,29,258.62005286938546
48256,FEMALE,29,277.74495800907874
48257,FEMALE,22,167.83718020048332
48258,FEMALE,27,196.159097336014
48259,MALE,21,160.0
48260,MALE,21,160.0
48261,FEMALE,26,182.4036937117278
48262,FEMALE,24,204.10766751595168
48263,FEMALE,29,213.16954905953656
48264,MALE,27,217.89000978161903
48265,MALE,26,160.0
48266,FEMALE,22,165.57917167484655
48267,MALE,29,166.4449724362321
48268,FEMALE,20,247.34392093209286
48269,FEMALE,22,236.5570719452627
48270,FEMALE,29,242.4364910205309
48271,FEMALE,29,216.02016728461555
48272,MALE,25,160.0
48273,MALE,21,247.39890735566135
48274,FEMALE,22,171.76279219158528
48275,FEMALE,28,286.8846033574222
48276,MALE,26,160.0
48277,FEMALE,21,161.19935607572802
48278,FEMALE,25,195.64928475458004
48279,FEMALE,21,234.8792597103326
48280,MALE,21,213.96411598945463
48281,FEMALE,24,185.53841469854942
48282,FEMALE,25,263.51052109565217
48283,FEMALE,23,247.7692344776063
48284,FEMALE,20,206.05253640199618
48285,MALE,27,160.0
48286,FEMALE,27,186.76274663708796
48287,FEMALE,28,205.1565826122893
48288,FEMALE,25,182.96487781213193
48289,MALE,29,162.15997887645784
48290,FEMALE,28,179.02818674385924
48291,MALE,26,160.0
48292,FEMALE,22,165.1261746491016
48293,FEMALE,25,256.1673390890099
48294,MALE,24,160.0
48295,MALE,28,173.1391750959053
48296,FEMALE,28,224.72819494573525
48297,FEMALE,21,195.11796441038325
48298,FEMALE,21,198.5755509371525
48299,FEMALE,29,250.7313082766963
48300,MALE,21,211.47389834565286
48301,FEMALE,24,181.07703400361595
48302,MALE,29,160.0
48303,MALE,27,320.6613195064619
48304,MALE,27,164.89180050699107
48305,FEMALE,25,220.8531498379482
48306,MALE,20,193.92542355644025
48307,FEMALE,24,156.38569218646145
48308,MALE,20,162.09616085719193
48309,FEMALE,22,171.49042694671937
48310,FEMALE,29,231.72058559315587
48311,FEMALE,28,179.86879199460844
48312,FEMALE,21,168.39034253349487
48313,MALE,26,433.74246447263386
48314,MALE,25,197.05867517147897
48315,FEMALE,24,161.75712372006933
48316,MALE,24,160.0
48317,MALE,28,160.0
48318,FEMALE,20,169.98348125255433
48319,MALE,20,281.47796215615466
48320,FEMALE,24,157.13549187110772
48321,MALE,29,215.3436785164804
48322,MALE,21,160.0
48323,MALE,22,279.3615210864325
48324,MALE,26,354.19861244360186
48325,MALE,24,199.3350210597809
48326,FEMALE,20,169.50656370068305
48327,MALE,27,160.0
48328,FEMALE,23,213.51061648874526
48329,FEMALE,22,189.88312841885212
48330,MALE,28,303.48545431950134
48331,FEMALE,21,166.11266288749135
48332,MALE,29,243.42022202033647
48333,FEMALE,23,201.41607318481513
48334,FEMALE,21,197.7497040926309
48335,FEMALE,28,252.3934133370601
48336,MALE,27,
48337,FEMALE,22,241.98628680954675
48338,FEMALE,26,216.77009591439582
48339,FEMALE,24,197.86743118545218
48340,FEMALE,24,160.38009430701712
48341,MALE,24,295.1577233150344
48342,MALE,24,252.16333392425722
48343,FEMALE,27,
48344,MALE,25,160.0
48345,MALE,25,218.1545284425569
48346,MALE,24,160.0
48347,MALE,26,192.57856867545883
48348,MALE,27,208.29697607655848
48349,FEMALE,20,176.89942618767225
48350,FEMALE,25,218.3566437513549
48351,MALE,29,259.1029435122034
48352,FEMALE,25,202.83522916918488
48353,FEMALE,24,172.1260321523808
48354,MALE,26,160.0
48355,FEMALE,23,228.43114414033897
48356,FEMALE,24,226.43478673218746
48357,FEMALE,26,199.93713224354934
48358,FEMALE,26,228.69220638392534
48359,MALE,24,160.0
48360,FEMALE,20,251.6514855960849
48361,FEMALE,24,151.9727393745818
48362,FEMALE,28,269.23611333199943
48363,MALE,24,160.0
48364,FEMALE,27,230.85328133518496
48365,MALE,29,368.19560550535766
48366,MALE,28,285.128843965785
48367,MALE,26,279.84584297378365
48368,MALE,26,226.4472891362805
48369,MALE,23,213.5463955277324
48370,FEMALE,20,
48371,FEMALE,20,253.4150504384575
48372,MALE,27,160.0
48373,MALE,20,254.8519172682549
48374,FEMALE,23,174.558033712379
48375,FEMALE,23,230.30938233912372
48376,MALE,22,242.16737149151382
48377,FEMALE,25,197.2348919620449
48378,FEMALE,20,172.52831723612857
48379,MALE,24,202.16826492680119
48380,FEMALE,21,221.30537032800768
48381,MALE,27,160.0
48382,MALE,23,160.0
48383,MALE,26,335.6827933620185
48384,FEMALE,22,199.39221360124938
48385,MALE,28,358.3546279612402
48386,MALE,21,294.53348656777536
48387,FEMALE,21,205.44014281495512
48388,FEMALE,20,203.70945428620917
48389,FEMALE,29,225.35784758298706
48390,FEMALE,25,227.00893076251504
48391,FEMALE,20,167.37327674437444
48392,FEMALE,29,247.69903689144297
48393,MALE,29,239.66413120367886
48394,FEMALE,22,170.87719073849516
48395,MALE,23,237.26518151310833
48396,FEMALE,26,233.3158540467295
48397,FEMALE,28,240.62874367585096
48398,FEMALE,27,268.8541595777918
48399,FEMALE,28,231.0537417558927
48400,FEMALE,21,228.42817367607122
48401,FEMALE,23,229.08001057338078
48402,MALE,25,325.1647598460261
48403,FEMALE,23,199.37987644838336
48404,MALE,28,264.51191047397634
48405,FEMALE,29,235.76526251824043
48406,MALE,24,169.7065067520665
48407,MALE,29,280.4863752056013
48408,FEMALE,21,205.8165786510591
48409,FEMALE,28,215.35560484590502
48410,FEMALE,28,179.49943505182807
48411,MALE,20,177.30684825261443
48412,FEMALE,22,204.8386360804396
48413,MALE,23,167.91806619300826
48414,FEMALE,29,192.0646605490246
48415,FEMALE,22,188.40927735620917
48416,FEMALE,28,251.4277214821674
48417,FEMALE,28,252.53304096531372
48418,MALE,29,160.0
48419,FEMALE,27,216.29992282663022
48420,FEMALE,25,176.33575481368734
48421,FEMALE,27,221.0075011306566
48422,FEMALE,29,221.50954835944228
48423,FEMALE,25,236.03342658573308
48424,MALE,21,249.2209582227224
48425,MALE,24,160.0
48426,MALE,29,160.0
48427,FEMALE,25,215.95345412291755
48428,FEMALE,29,217.9834483560225
48429,MALE,20,168.79730320056635
48430,MALE,22,220.72761363372192
48431,MALE,29,189.17645637595814
48432,MALE,26,212.62403820535724
48433,MALE,22,225.7120279782626
48434,FEMALE,28,228.81312269657485
48435,FEMALE,23,212.62499947334447
48436,MALE,26,280.7004959296927
48437,FEMALE,23,159.0661166509988
48438,MALE,20,160.0
48439,MALE,23,296.0648678126747
48440,FEMALE,26,241.18320052291776
48441,MALE,20,235.75204552932112
48442,FEMALE,27,219.97220685108297
48443,MALE,29,163.968938916107
48444,FEMALE,26,205.24722009264042
48445,FEMALE,21,253.3767790297918
48446,MALE,24,285.6081506954897
48447,FEMALE,28,259.7399526545436
48448,,21,193.43944965351824
48449,FEMALE,23,210.22746794298848
48450,FEMALE,20,186.8788207514969
48451,MALE,23,160.0
48452,MALE,27,327.63342007136146
48453,MALE,28,263.2147137408125
48454,FEMALE,28,246.61955994429243
48455,MALE,20,222.21437811443292
48456,FEMALE,25,177.1621519267561
48457,FEMALE,21,196.95426471314403
48458,FEMALE,26,232.96167649958238
48459,MALE,22,312.86263822762055
48460,MALE,22,244.99474496061083
48461,MALE,20,225.9618041087538
48462,FEMALE,20,193.35630141276187
48463,FEMALE,27,263.31684445158606
48464,FEMALE,26,197.46207170332715
48465,MALE,21,179.89753243225385
48466,FEMALE,25,256.92535636716605
48467,FEMALE,22,210.6975392654736
48468,FEMALE,20,198.44391916058427
48469,FEMALE,22,180.70597987113536
48470,MALE,22,160.0
48471,FEMALE,27,199.40117938078808
48472,FEMALE,21,182.0532321348922
48473,FEMALE,23,134.35577248110047
48474,MALE,29,160.0
48475,MALE,23,235.13659643040035
48476,FEMALE,24,213.56906274187932
48477,FEMALE,20,170.22983653834572
48478,MALE,24,231.82985497581447
48479,FEMALE,20,228.14147215529303
48480,MALE,22,160.0
48481,MALE,22,243.92443588159114
48482,MALE,29,160.0
48483,FEMALE,29,168.43891823395705
48484,FEMALE,22,182.9711646843287
48485,FEMALE,20,179.96654440010306
48486,MALE,20,344.15219975528623
48487,FEMALE,20,168.34910640105076
48488,FEMALE,28,164.96348463695006
48489,FEMALE,25,214.4764452832494
48490,MALE,21,160.0
48491,FEMALE,25,192.23290117260854
48492,MALE,27,178.87456650661977
48493,FEMALE,26,229.3069563989937
48494,MALE,24,160.04851918967066
48495,MALE,20,160.0
48496,MALE,22,185.38109762320755
48497,FEMALE,29,193.43577980314512
48498,MALE,22,214.74102387694046
48499,FEMALE,27,235.54634779988208
48500,FEMALE,23,172.6486012622172
48501,FEMALE,20,183.76117863518067
48502,FEMALE,20,241.7749558058271
48503,MALE,21,232.25892147113674
48504,FEMALE,24,242.67229098418184
48505,FEMALE,20,182.6763140550092
48506,FEMALE,24,219.48924558607018
48507,FEMALE,22,262.7952992307962
48508,FEMALE,27,202.80252578481634
48509,FEMALE,28,266.71904134799365
48510,FEMALE,23,202.46157825354106
48511,FEMALE,25,227.57224291372512
48512,FEMALE,21,189.04622160250653
48513,FEMALE,22,226.29047851030163
